STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG
HnsccImmuneLandscape	specimen_from_organism	organ_parts	tonsil	http://purl.obolibrary.org/obo/UBERON_0002372
HnsccImmuneLandscape	specimen_from_organism	diseases	tonsil carcinoma	http://purl.obolibrary.org/obo/MONDO_0021337
HnsccImmuneLandscape	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HnsccImmuneLandscape	cell_suspension	selected_cell_types	leukocyte	http://purl.obolibrary.org/obo/CL_0000738
HnsccImmuneLandscape	collection_protocol	method	surgical resection	http://www.ebi.ac.uk/efo/EFO_0009744
HnsccImmuneLandscape	collection_protocol	method	blood draw	http://www.ebi.ac.uk/efo/EFO_0009121
HnsccImmuneLandscape	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
HnsccImmuneLandscape	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HnsccImmuneLandscape	enrichment_protocol	method	cell size selection	http://www.ebi.ac.uk/efo/EFO_0009337
HnsccImmuneLandscape	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
HnsccImmuneLandscape	enrichment_protocol	method	Ficoll-Hypaque method	http://www.ebi.ac.uk/efo/EFO_0009110
HnsccImmuneLandscape	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HnsccImmuneLandscape	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HnsccImmuneLandscape	library_preparation_protocol	cdna_library_amplification_method	PCR	http://purl.obolibrary.org/obo/OBI_0000415
HnsccImmuneLandscape	sequencing_protocol	instrument_manufacturer_model	NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
HnsccImmuneLandscape	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HnsccImmuneLandscape	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
HumanFirstTrimesterPlacentaDecidua	project	project_role	Human Cell Atlas wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
HumanFirstTrimesterPlacentaDecidua	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanFirstTrimesterPlacentaDecidua	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanFirstTrimesterPlacentaDecidua	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanFirstTrimesterPlacentaDecidua	donor_organism	development_stage	fetal stage	http://purl.obolibrary.org/obo/HsapDv_0000037
HumanFirstTrimesterPlacentaDecidua	donor_organism	gestational_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
HumanFirstTrimesterPlacentaDecidua	donor_organism	development_stage	embryonic human stage	http://purl.obolibrary.org/obo/HsapDv_0000002
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	organ	Decidua	http://purl.obolibrary.org/obo/UBERON_0001987
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	organ_parts	decidua	http://purl.obolibrary.org/obo/UBERON_0002450
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	organ	chorion membrane	http://purl.obolibrary.org/obo/UBERON_0001987
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	organ_parts	chorionic villus	http://purl.obolibrary.org/obo/UBERON_0007106
HumanFirstTrimesterPlacentaDecidua	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanFirstTrimesterPlacentaDecidua	collection_protocol	method	dissection	http://www.ebi.ac.uk/efo/EFO_0003856
HumanFirstTrimesterPlacentaDecidua	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HumanFirstTrimesterPlacentaDecidua	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
HumanFirstTrimesterPlacentaDecidua	enrichment_protocol	method	size selection	http://www.ebi.ac.uk/efo/EFO_0009337
HumanFirstTrimesterPlacentaDecidua	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanFirstTrimesterPlacentaDecidua	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HumanFirstTrimesterPlacentaDecidua	library_preparation_protocol	library_construction_method	Drop-Seq	http://www.ebi.ac.uk/efo/EFO_0008722
HumanFirstTrimesterPlacentaDecidua	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
HumanFirstTrimesterPlacentaDecidua	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanFirstTrimesterPlacentaDecidua	sequencing_protocol	instrument_manufacturer_model	Illumina NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
HumanFirstTrimesterPlacentaDecidua	sequence_file	content_description	DNA sequence (raw)	http://edamontology.org/data_3494
HumanBrainSubstantiaNigra	project	project_role	Human Cell Atlas Data Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
HumanBrainSubstantiaNigra	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanBrainSubstantiaNigra	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanBrainSubstantiaNigra	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanBrainSubstantiaNigra	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanBrainSubstantiaNigra	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanBrainSubstantiaNigra	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
HumanBrainSubstantiaNigra	specimen_from_organism	organ_parts	Cortex	http://purl.obolibrary.org/obo/UBERON_0001851
HumanBrainSubstantiaNigra	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanBrainSubstantiaNigra	specimen_from_organism	organ_parts	Substania nigra	http://purl.obolibrary.org/obo/UBERON_0002038
HumanBrainSubstantiaNigra	specimen_from_organism	organ_parts	Substantia nigra	http://purl.obolibrary.org/obo/UBERON_0002038
HumanBrainSubstantiaNigra	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanBrainSubstantiaNigra	collection_protocol	method	dissection	http://www.ebi.ac.uk/efo/EFO_0003856
HumanBrainSubstantiaNigra	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanBrainSubstantiaNigra	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HumanBrainSubstantiaNigra	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 4000	http://www.ebi.ac.uk/efo/EFO_0008563
HumanBrainSubstantiaNigra	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanBrainSubstantiaNigra	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
hippocampus_development	project	project_role	HCA data wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
hippocampus_development	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
hippocampus_development	donor_organism	development_stage	16th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000053
hippocampus_development	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
hippocampus_development	donor_organism	gestational_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
hippocampus_development	donor_organism	development_stage	18th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000055
hippocampus_development	donor_organism	development_stage	20th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000057
hippocampus_development	donor_organism	development_stage	22nd week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000059
hippocampus_development	donor_organism	development_stage	25th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000062
hippocampus_development	donor_organism	development_stage	27th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000064
hippocampus_development	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
hippocampus_development	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
hippocampus_development	specimen_from_organism	organ_parts	hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421
hippocampus_development	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
hippocampus_development	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
hippocampus_development	collection_protocol	method	dissection	http://www.ebi.ac.uk/efo/EFO_0003856
hippocampus_development	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
hippocampus_development	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
hippocampus_development	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
hippocampus_development	library_preparation_protocol	library_construction_method	10x 3' v2	http://www.ebi.ac.uk/efo/EFO_0009899
hippocampus_development	library_preparation_protocol	cdna_library_amplification_method	PCR	http://purl.obolibrary.org/obo/OBI_0000415
hippocampus_development	library_preparation_protocol	input_nucleic_acid_molecule	genomic DNA	http://www.ebi.ac.uk/efo/EFO_0008479
hippocampus_development	library_preparation_protocol	library_construction_method	DNA library construction	http://www.ebi.ac.uk/efo/EFO_0010172
hippocampus_development	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 4000	http://www.ebi.ac.uk/efo/EFO_0008563
hippocampus_development	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
hippocampus_development	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq X	http://www.ebi.ac.uk/efo/EFO_0008567
hippocampus_development	sequencing_protocol	method	ATAC-seq	http://www.ebi.ac.uk/efo/EFO_0007045
hippocampus_development	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
HumanLiverImmuneCells_GSE125188	project	project_role	Human Cell Atlas wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
HumanLiverImmuneCells_GSE125188	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanLiverImmuneCells_GSE125188	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanLiverImmuneCells_GSE125188	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanLiverImmuneCells_GSE125188	donor_organism	organism_age_unit	yeay	http://purl.obolibrary.org/obo/UO_0000036
HumanLiverImmuneCells_GSE125188	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanLiverImmuneCells_GSE125188	specimen_from_organism	organ	blood	http://purl.obolibrary.org/obo/UBERON_0000178
HumanLiverImmuneCells_GSE125188	specimen_from_organism	organ	spleen	http://purl.obolibrary.org/obo/UBERON_0002106
HumanLiverImmuneCells_GSE125188	specimen_from_organism	organ	liver	http://purl.obolibrary.org/obo/UBERON_0002107
HumanLiverImmuneCells_GSE125188	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanLiverImmuneCells_GSE125188	cell_suspension	selected_cell_types	leukocyte	http://purl.obolibrary.org/obo/CL_0000738
HumanLiverImmuneCells_GSE125188	collection_protocol	method	blood draw	http://www.ebi.ac.uk/efo/EFO_0009121
HumanLiverImmuneCells_GSE125188	collection_protocol	method	collecting specimen from organ postmortem	http://www.ebi.ac.uk/efo/EFO_0009627
HumanLiverImmuneCells_GSE125188	dissociation_protocol	method	density gradient centrifugation	http://www.ebi.ac.uk/efo/EFO_0009112
HumanLiverImmuneCells_GSE125188	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
HumanLiverImmuneCells_GSE125188	enrichment_protocol	method	magentic affinity sorting	http://www.ebi.ac.uk/efo/EFO_0009109
HumanLiverImmuneCells_GSE125188	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanLiverImmuneCells_GSE125188	library_preparation_protocol	library_construction_method	Single Cell 3' Reagent Kit v2	http://www.ebi.ac.uk/efo/EFO_0009899
HumanLiverImmuneCells_GSE125188	sequencing_protocol	instrument_manufacturer_model	HiSeq X Ten	http://www.ebi.ac.uk/efo/EFO_0008567
HumanLiverImmuneCells_GSE125188	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanLiverImmuneCells_GSE125188	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
HealthyAndDiabeticPancreas	project	project_role	Human Cell Atlas Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
HealthyAndDiabeticPancreas	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HealthyAndDiabeticPancreas	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HealthyAndDiabeticPancreas	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HealthyAndDiabeticPancreas	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HealthyAndDiabeticPancreas	donor_organism	diseases	type 2 diabetes	http://purl.obolibrary.org/obo/MONDO_0005148
HealthyAndDiabeticPancreas	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HealthyAndDiabeticPancreas	specimen_from_organism	organ	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264
HealthyAndDiabeticPancreas	specimen_from_organism	organ_parts	islet of Langerhans	http://purl.obolibrary.org/obo/UBERON_0000006
HealthyAndDiabeticPancreas	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HealthyAndDiabeticPancreas	specimen_from_organism	diseases	type 2 diabetes	http://purl.obolibrary.org/obo/MONDO_0005148
HealthyAndDiabeticPancreas	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HealthyAndDiabeticPancreas	collection_protocol	method	organ extraction	http://www.ebi.ac.uk/efo/EFO_0009124
HealthyAndDiabeticPancreas	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HealthyAndDiabeticPancreas	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HealthyAndDiabeticPancreas	library_preparation_protocol	library_construction_method	Drop-Seq	http://www.ebi.ac.uk/efo/EFO_0008722
HealthyAndDiabeticPancreas	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2000	http://www.ebi.ac.uk/efo/EFO_0004203
HealthyAndDiabeticPancreas	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HealthyAndDiabeticPancreas	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
Nanopore_scSequencing	donor_organism	development_stage	Theiler Stage 26	http://www.ebi.ac.uk/efo/EFO_0002587
Nanopore_scSequencing	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
Nanopore_scSequencing	donor_organism	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
Nanopore_scSequencing	donor_organism	gestational_age_unit	day	http://purl.obolibrary.org/obo/UO_0000033
Nanopore_scSequencing	donor_organism	strain	C57BL/6NCrl	http://www.ebi.ac.uk/efo/EFO_0011030
Nanopore_scSequencing	specimen_from_organism	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
Nanopore_scSequencing	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
Nanopore_scSequencing	specimen_from_organism	organ_parts	brain cortex	http://purl.obolibrary.org/obo/UBERON_0000956
Nanopore_scSequencing	specimen_from_organism	organ_parts	hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421
Nanopore_scSequencing	specimen_from_organism	organ_parts	sub ventricular zone	http://purl.obolibrary.org/obo/UBERON_0004060
Nanopore_scSequencing	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
Nanopore_scSequencing	cell_suspension	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
Nanopore_scSequencing	collection_protocol	method	dissection	http://www.ebi.ac.uk/efo/EFO_0003856
Nanopore_scSequencing	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
Nanopore_scSequencing	enrichment_protocol	method	size selection	http://www.ebi.ac.uk/efo/EFO_0009337
Nanopore_scSequencing	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
Nanopore_scSequencing	library_preparation_protocol	library_construction_method	10x 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
Nanopore_scSequencing	library_preparation_protocol	library_construction_method	ONT LSK	http://www.ebi.ac.uk/efo/EFO_0004187
Nanopore_scSequencing	sequencing_protocol	instrument_manufacturer_model	Illumina nextseq500	http://www.ebi.ac.uk/efo/EFO_0009173
Nanopore_scSequencing	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
Nanopore_scSequencing	sequencing_protocol	instrument_manufacturer_model	ONT PromethION	http://www.ebi.ac.uk/efo/EFO_0008634
Nanopore_scSequencing	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
Nanopore_scSequencing	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
TCellsNeuroinflammation	project	project_role	Human Cell Atlas Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
TCellsNeuroinflammation	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
TCellsNeuroinflammation	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
TCellsNeuroinflammation	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
TCellsNeuroinflammation	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
TCellsNeuroinflammation	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
TCellsNeuroinflammation	specimen_from_organism	organ	blood	http://purl.obolibrary.org/obo/UBERON_0000178
TCellsNeuroinflammation	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
TCellsNeuroinflammation	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
TCellsNeuroinflammation	cell_suspension	selected_cell_types	Memory T cell	http://purl.obolibrary.org/obo/CL_0000813
TCellsNeuroinflammation	collection_protocol	method	blood draw	http://www.ebi.ac.uk/efo/EFO_0009121
TCellsNeuroinflammation	enrichment_protocol	method	density gradient centrifugation	http://www.ebi.ac.uk/efo/EFO_0009112
TCellsNeuroinflammation	enrichment_protocol	method	magnetic affinity cell sorting	http://www.ebi.ac.uk/efo/EFO_0009109
TCellsNeuroinflammation	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
TCellsNeuroinflammation	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
TCellsNeuroinflammation	library_preparation_protocol	library_construction_method	10x 3' v3 sequencing	http://www.ebi.ac.uk/efo/EFO_0009922
TCellsNeuroinflammation	sequencing_protocol	instrument_manufacturer_model	Illumina NovaSeq 6000	http://www.ebi.ac.uk/efo/EFO_0008637
TCellsNeuroinflammation	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
TCellsNeuroinflammation	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
TCellsHumanCentralNervousSystem	project	project_role	Human Cell Atlas Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
TCellsHumanCentralNervousSystem	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
TCellsHumanCentralNervousSystem	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
TCellsHumanCentralNervousSystem	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
TCellsHumanCentralNervousSystem	donor_organism	diseases	epilepsy	http://purl.obolibrary.org/obo/MONDO_0005027
TCellsHumanCentralNervousSystem	donor_organism	diseases	Liver carcinoma	http://purl.obolibrary.org/obo/MONDO_0007256
TCellsHumanCentralNervousSystem	donor_organism	diseases	Cardiovascular disease	http://purl.obolibrary.org/obo/MONDO_0004995
TCellsHumanCentralNervousSystem	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
TCellsHumanCentralNervousSystem	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
TCellsHumanCentralNervousSystem	specimen_from_organism	organ_parts	left lateral temporal cortex	http://purl.obolibrary.org/obo/UBERON_0016538
TCellsHumanCentralNervousSystem	specimen_from_organism	organ_parts	middle temporal gyrus	http://purl.obolibrary.org/obo/UBERON_0002771
TCellsHumanCentralNervousSystem	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
TCellsHumanCentralNervousSystem	specimen_from_organism	organ_parts	Left lateral temporal cortex	http://purl.obolibrary.org/obo/UBERON_0016538
TCellsHumanCentralNervousSystem	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
TCellsHumanCentralNervousSystem	collection_protocol	method	collecting specimen from organ postmortem	http://www.ebi.ac.uk/efo/EFO_0009627
TCellsHumanCentralNervousSystem	collection_protocol	method	surgical resection	http://www.ebi.ac.uk/efo/EFO_0009744
TCellsHumanCentralNervousSystem	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
TCellsHumanCentralNervousSystem	dissociation_protocol	method	density gradient centrifugation	http://www.ebi.ac.uk/efo/EFO_0009112
TCellsHumanCentralNervousSystem	enrichment_protocol	method	fluoresence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
TCellsHumanCentralNervousSystem	enrichment_protocol	method	size selection	http://www.ebi.ac.uk/efo/EFO_0009337
